         12276741 function calls (11869163 primitive calls) in 10.052 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    30/16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/typing.py:1164(__setattr__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/arraysetops.py:347(intersect1d)
      676    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       41    0.000    0.000    0.000    0.000 {built-in method gmpy2.gcd}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1067(_path_hooks)
       59    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:367(get_transform)
       37    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:357(width)
       18    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/libmp/libmpf.py:59(prec_to_dps)
       13    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:536(__setitem__)
       23    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:339(intervalx)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:1671(set)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(nonzero)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:1134(scan_flow_scalar)
       57    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/lines.py:1034(set_color)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:2167(<lambda>)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:237(frozen)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backend_bases.py:2708(notify_axes_change)
        5    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:424(fetch_flow_sequence_start)
       52    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/sets/sets.py:1831(_contains)
       26    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/_ufunc_config.py:132(geterr)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/constructor.py:124(construct_sequence)
       24    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/symbol.py:311(assumptions0)
       73    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:325(unwind_indent)
       26    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/shape_base.py:608(_column_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:4539(ravel)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backend_bases.py:3273(update)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:62(wrapper)
      104    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
       11    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/core.py:69(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/animation.py:1605(__init__)
       23    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:348(intervaly)
        9    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/ctx_mp_python.py:167(_cmp)
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:205(_decimal_to_Rational_prec)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/backend_bases.py:715(_draw_disabled)
        7    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/_methods.py:56(_all)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/figure.py:752(set_canvas)
        5    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:430(fetch_flow_collection_start)
       26    0.000    0.000    0.000    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
        9    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/pathlib.py:691(__str__)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:808(<genexpr>)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axes/_base.py:2521(<listcomp>)
        9    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_compile.py:378(<listcomp>)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(inv)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:299(__init__)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/constructor.py:129(<listcomp>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tokenize.py:448(open)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/axis.py:1141(<listcomp>)
       59    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:58(__init__)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
       88    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/typing.py:1019(_abc_negative_cache)
       12    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/symbol.py:222(_sanitize)
       89    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:200(<lambda>)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/patches.py:400(set_linestyle)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/constructor.py:270(construct_yaml_float)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:63(_path_split)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(unique)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/ma/core.py:2949(_update_from)
      105    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:857(<listcomp>)
      282    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/artist.py:1043(sticky_edges)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/reader.py:59(__init__)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/linalg/linalg.py:477(inv)
       99    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2292(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:1956(wm_protocol)
      245    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
      116    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/sympify.py:14(__init__)
        3    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tokenize.py:317(untokenize)
       67    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/facts.py:479(__init__)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/printing/printer.py:249(_get_initial_settings)
       11    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/patches.py:380(set_linewidth)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/transforms.py:849(update_from_path)
       96    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        4    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:678(_eval_evalf)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/collections.py:767(set_facecolor)
      146    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      212    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       86    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/typing.py:1089(__eq__)
       15    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/containers.py:94(__eq__)
       16    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/getlimits.py:366(__new__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/animation.py:1405(__init__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/collections.py:754(_set_facecolor)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:492(__init__)
       85    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/weakref.py:51(_cb)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/basic.py:902(<listcomp>)
       42    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/core/shape_base.py:208(_arrays_for_stack_dispatcher)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/numpy/lib/arraysetops.py:149(unique)
      182    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:2234(<genexpr>)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cm.py:396(set_cmap)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/yaml/scanner.py:1185(scan_flow_scalar_non_spaces)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/multipledispatch/utils.py:80(groupby)
       22    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_parse.py:84(opengroup)
       24    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/sre_parse.py:342(_escape)
       61    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/typing.py:1033(_abc_negative_cache_version)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/power.py:127(integer_log)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cm.py:177(get_cmap)
      100    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/combinatorics/perm_groups.py:135(<genexpr>)
        6    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/mpmath/ctx_mp_python.py:177(__lt__)
       47    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/functions/elementary/complexes.py:190(eval)
      169    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/cbook/__init__.py:1756(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/colors.py:281(to_rgba_array)
        8    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/ticker.py:2069(le)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/matplotlib/gridspec.py:207(__getitem__)
        1    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/tkinter/__init__.py:3504(__del__)
       15    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        7    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/operations.py:94(_from_args)
       18    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/function.py:141(<listcomp>)
       38    0.000    0.000    0.000    0.000 /Users/dorukhansergin/miniconda3/envs/autonavigate/lib/python3.6/site-packages/sympy/core/numbers.py:722(sort_key)
